MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
0.4939      15.12       0.981       0.101       1.811       50.45       12.61       0.006566    0.8245      0.4577      0.6108      
1.845       22.11       0.9289      0.1618      1.519       58.68       14.67       0.004572    0.802       1.497       0.4273      
0.33        46.47       0.9637      0.2836      1.932       58.91       14.73       0.003989    0.7246      0.03494     0.4429      
3.527       42.73       0.9092      0.4323      1.81        67.78       16.95       0.00398     0.6665      0.6271      0.6892      
0.4742      69.72       0.9601      0.3049      2.021       51.32       12.83       0.007623    0.6916      1.602       0.149       
1.194       16.68       0.9571      0.3985      1.625       57.62       14.41       0.003765    0.8266      1.376       0.4317      
0.9862      74.91       0.9579      0.3816      1.585       35.55       8.888       0.006539    0.7809      0.1858      0.2246      
0.9969      15.35       0.9395      0.3312      1.745       70.85       17.71       0.004994    0.7644      0.3179      0.2005      
6.34        32.7        0.8728      0.4776      1.624       52.13       13.03       0.005324    0.6978      0.6698      0.6414      
5.235       52.69       0.8825      0.3151      1.688       50.42       12.6        0.006835    0.7264      0.2839      0.5567      
2.96        53.99       0.9177      0.1366      1.74        74.36       18.59       0.004793    0.6523      0.5505      0.6872      
0.562       39.2        0.9774      0.4469      1.466       32.46       8.114       0.004408    0.8173      0.3493      0.03647     
0.6602      52.21       0.9585      0.4169      1.675       58.72       14.68       0.0105      0.8111      0.08269     0.61        
0.3689      12.58       0.9745      0.4544      2.077       44.99       11.25       0.006454    0.6265      0.8849      0.7165      
2.175       65.52       0.9527      0.4909      1.728       53.78       13.44       0.003494    0.7782      0.5169      0.7321      
0.383       71.1        0.9497      0.1388      1.678       81.9        20.47       0.007852    0.6992      1.381       0.3798      
7.545       41.27       0.8414      0.251       1.514       39.16       9.791       0.006265    0.7512      0.2545      0.4455      
4.297       34.85       0.8977      0.2919      1.886       54.23       13.56       0.004983    0.7813      0.8033      0.4935      
0.2296      30.24       0.984       0.3752      1.213       62.92       15.73       0.003171    0.8264      1.28        0.02687     
4.012       57.53       0.9061      0.1202      1.454       71.24       17.81       0.005907    0.8         0.1173      0.7882      
0.6838      57.08       0.9416      0.2562      2           39.58       9.894       0.006797    0.7623      1.666       0.616       
0.7349      34.26       0.9422      0.2426      1.337       50.21       12.55       0.009531    0.7419      0.9746      0.4985      
3.105       63.94       0.9369      0.3216      1.456       45.86       11.47       0.005336    0.7728      1.303       0.7737      
1.152       71.54       0.933       0.2787      2.119       74.44       18.61       0.007417    0.7182      1.7         0.3359      
0.5126      38.7        0.9687      0.4504      1.586       77.6        19.4        0.009133    0.8321      0.4045      0.916       
7.713       37.51       0.8391      0.2953      1.643       41.32       10.33       0.005515    0.7577      0.0463      0.4833      
4.648       33.45       0.8869      0.2174      1.457       34.76       8.691       0.004302    0.6908      0.3119      0.5942      
1.269       12.92       0.9356      0.3571      1.468       66.16       16.54       0.006798    0.7307      0.6215      0.5378      
4.438       58.62       0.9         0.3283      1.701       41.83       10.46       0.006462    0.6873      0.6931      0.588       
0.604       36          0.9567      0.4461      1.821       48.37       12.09       0.004819    0.6908      0.8816      0.4656      
1.13        65.56       0.9563      0.2616      1.385       47.38       11.84       0.01008     0.7281      0.3187      0.07781     
0.09136     63.93       0.9526      0.1152      2.088       35.83       8.958       0.01017     0.6919      1.752       0.9801      
4.91        33.9        0.8897      0.2761      1.415       61.32       15.33       0.007498    0.7888      0.812       0.3215      
1.494       16.74       0.9638      0.3014      1.395       50.07       12.52       0.005877    0.777       1.601       0.08619     
4.216       36.44       0.8964      0.3054      1.564       60.76       15.19       0.005744    0.7263      0.3195      0.4374      
4.024       59.31       0.8975      0.1719      1.749       37.12       9.279       0.008325    0.7194      0.4031      0.2013      
1.147       42.65       0.9363      0.2167      1.431       36.58       9.145       0.008637    0.7526      0.7041      0.5453      
6.929       51.64       0.8573      0.4563      1.669       46.2        11.55       0.004928    0.7069      0.2882      0.6266      
3.415       31.41       0.9286      0.2228      1.958       46.19       11.55       0.007814    0.8138      1.146       0.7654      
1.854       43.29       0.9441      0.209       1.496       27.01       6.752       0.00826     0.7523      0.1064      0.2589      
0.4327      33.18       0.9806      0.3437      1.423       33.19       8.298       0.008436    0.8433      0.3497      0.9464      
0.7334      20.38       0.9516      0.2464      1.391       76.73       19.18       0.004582    0.8249      0.12        0.5778      
1.271       38.38       0.9606      0.1853      1.475       79.34       19.83       0.005755    0.68        1.349       0.3317      
2.025       33.19       0.925       0.3536      1.827       44.46       11.11       0.009019    0.6729      1.253       0.5476      
0.6153      19.91       0.977       0.2698      1.272       66.47       16.62       0.003155    0.814       0.6349      0.4584      
0.3747      75.68       0.9785      0.2027      1.23        86.51       21.63       0.003607    0.7302      0.6963      0.4552      
4.148       32.95       0.912       0.3891      1.628       53.35       13.34       0.006258    0.7396      0.2962      0.3076      
5.515       42.95       0.8763      0.2537      1.533       49.38       12.34       0.006574    0.7335      0.0682      0.5773      
5.794       47.9        0.8674      0.2609      1.633       62.54       15.63       0.006585    0.7828      0.8143      0.302       
7.149       37.37       0.8484      0.2465      1.604       47.63       11.91       0.005835    0.7227      0.2476      0.5349      
0.9412      34.62       0.9524      0.3481      1.729       63.12       15.78       0.004013    0.6316      1.107       0.4378      
0.7125      36.14       0.9741      0.2347      1.698       85.94       21.48       0.003741    0.7249      1.533       0.7592      
0.162       74.32       0.9752      0.2594      1.997       63.53       15.88       0.005486    0.6741      1.87        0.1496      
0.819       23.74       0.9616      0.4593      2.117       56.18       14.05       0.009272    0.8343      1.273       0.7286      
7.806       33.29       0.8424      0.39        1.54        42.43       10.61       0.005833    0.7461      0.04353     0.431       
2.99        56.99       0.913       0.2611      1.375       52.01       13          0.007969    0.761       1.261       0.4388      
1.342       37.24       0.9488      0.3741      1.328       25.23       6.307       0.009381    0.6656      1.328       0.2939      
3.923       50.21       0.8984      0.1689      1.729       55.23       13.81       0.008064    0.6879      0.1166      0.5772      
6.123       29.54       0.8717      0.3316      1.706       61.15       15.29       0.004303    0.6924      0.2039      0.6483      
5.738       50.5        0.8753      0.2997      1.678       36.75       9.187       0.006577    0.7592      0.1011      0.409       
0.6652      15.71       0.9488      0.3456      1.33        38.98       9.745       0.009199    0.7626      0.9162      0.5531      
0.406       61.63       0.9493      0.4941      1.885       75.68       18.92       0.005967    0.7372      0.4609      0.1169      
0.1564      48.59       0.9626      0.3134      1.439       63.28       15.82       0.00744     0.837       0.9189      0.9027      
1.994       63.65       0.9422      0.3311      1.722       63.91       15.98       0.004386    0.6665      1.321       0.648       
7.716       41          0.8388      0.1847      1.613       53.43       13.36       0.00536     0.7331      0.4011      0.5083      
7.362       47.17       0.8403      0.4857      1.681       46.86       11.71       0.006023    0.7313      0.1977      0.5104      
2.708       20.2        0.9145      0.228       1.792       69.05       17.26       0.007865    0.8037      1.088       0.5291      
3.973       64.04       0.9069      0.4792      1.696       53.79       13.45       0.008461    0.727       0.214       0.6309      
2.91        29.48       0.9081      0.3999      1.492       55.61       13.9        0.006243    0.7704      1.051       0.3806      
1.354       38.2        0.9616      0.4255      1.848       54.06       13.52       0.008298    0.6834      0.8612      0.201       
6.706       36.4        0.8653      0.2492      1.71        58.97       14.74       0.005557    0.7467      0.5322      0.5737      
3.352       32.2        0.9319      0.2463      1.348       30.08       7.52        0.006867    0.7868      0.496       0.293       
3.111       27.51       0.9209      0.4511      1.658       69.48       17.37       0.00727     0.73        0.006944    0.4735      
0.8531      12.65       0.9443      0.2278      1.96        79.79       19.95       0.008197    0.7091      0.2019      0.5883      
0.7696      27.67       0.9544      0.3746      1.802       33.95       8.489       0.008594    0.827       1.659       0.5115      
5.098       57.69       0.8796      0.3649      1.777       49.53       12.38       0.007724    0.7871      0.4361      0.7363      
2.698       48.39       0.9392      0.3206      1.382       49.26       12.32       0.00455     0.6852      1.037       0.8275      
0.2267      44.21       0.9534      0.2555      1.736       71.34       17.84       0.01035     0.818       0.9895      0.5747      
0.716       15.43       0.9819      0.4855      2.019       31.26       7.814       0.00951     0.6747      1.682       0.7139      
0.4054      73.59       0.9878      0.109       1.606       55.31       13.83       0.004778    0.6358      0.1421      0.3616      
2.776       22.14       0.9151      0.1459      1.479       61.7        15.42       0.008032    0.7104      0.08617     0.2818      
4.71        25.18       0.9006      0.1756      1.469       68.47       17.12       0.005704    0.7264      0.02615     0.5697      
2.392       63.02       0.9476      0.3924      1.803       54.3        13.57       0.008221    0.7117      0.7004      0.2991      
0.4494      60.26       0.9789      0.4658      1.757       80.43       20.11       0.004372    0.8083      0.679       0.4046      
3.972       36.22       0.9115      0.3044      1.452       61.89       15.47       0.004265    0.7702      0.005378    0.2295      
6.147       46.08       0.8698      0.1399      1.651       58.87       14.72       0.006871    0.7259      0.6723      0.4516      
3.542       21.76       0.9285      0.3112      1.313       71.59       17.9        0.004589    0.7696      0.3137      0.4663      
6.418       30.91       0.8592      0.2096      1.446       47.23       11.81       0.004409    0.7597      0.06554     0.5975      
2.997       35.58       0.9327      0.3694      1.445       60.52       15.13       0.004217    0.7923      0.656       0.372       
1.592       54.68       0.9603      0.1919      1.507       48.74       12.19       0.005423    0.7566      0.445       0.3414      
1.535       23.41       0.9473      0.1034      1.616       75.35       18.84       0.007095    0.6826      1.4         0.09188     
1.553       22.41       0.9442      0.1376      1.485       34.15       8.539       0.007526    0.7858      1.06        0.2575      
1.062       8.994       0.9685      0.2303      1.764       84.29       21.07       0.006181    0.7438      1.091       0.7596      
0.08346     50.45       0.9818      0.1629      2.099       72.87       18.22       0.007999    0.6422      1.665       0.7907      
0.5118      62.84       0.9424      0.1013      1.848       74.64       18.66       0.004344    0.7016      1.422       0.4987      
0.8056      76.03       0.9614      0.4062      1.438       44.8        11.2        0.005551    0.7759      1.439       0.7325      
7.117       49.13       0.8504      0.359       1.464       56.76       14.19       0.005403    0.7278      0.0144      0.4898      
4.907       29.8        0.8898      0.108       1.448       33.78       8.446       0.00453     0.7208      0.868       0.3865      
2.148       42.17       0.9205      0.2639      1.607       39.63       9.907       0.005755    0.7383      0.5626      0.2155      
5.702       44.19       0.8679      0.1211      1.469       47.53       11.88       0.007501    0.7002      0.2944      0.3844      
3.639       50.02       0.922       0.2294      1.457       60          15          0.004013    0.6819      1.086       0.3275      
4.679       41.47       0.8812      0.1325      1.841       61.6        15.4        0.008076    0.6783      0.1227      0.5249      
5.917       40.22       0.8618      0.1098      1.559       38.25       9.562       0.005947    0.6928      0.5659      0.6126      
0.6586      22.89       0.9513      0.1304      1.766       51.6        12.9        0.00499     0.6538      1.308       0.1923      
5.028       30.67       0.8971      0.3346      1.781       42.33       10.58       0.006165    0.7376      0.7113      0.4338      
0.7258      23.21       0.9656      0.2968      1.97        86.36       21.59       0.004874    0.729       1.75        0.08709     
0.7305      12.78       0.9561      0.3798      1.487       36.21       9.053       0.004645    0.7426      1.384       0.3143      
7.371       47.02       0.8461      0.1075      1.661       44.09       11.02       0.004698    0.7721      0.516       0.608       
1.275       48.24       0.9468      0.2361      1.702       73.84       18.46       0.005266    0.6541      0.787       0.2605      
0.1653      10.91       0.9898      0.3493      1.671       82.49       20.62       0.003143    0.7469      0.63        0.7077      
0.3461      21.01       0.9681      0.4665      2.038       64.09       16.02       0.003696    0.7982      0.1038      0.7626      
0.08207     9.646       0.9713      0.1369      1.657       23.82       5.955       0.00871     0.8419      0.3304      0.1977      
1.486       20.81       0.9651      0.2841      1.722       49.85       12.46       0.005343    0.8341      0.4583      0.4628      
6.109       28.32       0.8616      0.4155      1.407       55.08       13.77       0.005277    0.7634      0.07075     0.6045      
0.4065      71.43       0.9546      0.3154      2.027       47.07       11.77       0.006468    0.8016      0.5441      0.3988      
2.305       27.75       0.9271      0.3876      1.865       66.02       16.5        0.009268    0.7595      0.7214      0.4775      
6.084       33.74       0.8667      0.2377      1.742       52.24       13.06       0.005172    0.7092      0.3738      0.4357      
6.01        43.09       0.8599      0.4464      1.768       50.24       12.56       0.00651     0.7035      0.6128      0.3603      
5.368       26.08       0.8715      0.2996      1.595       50.82       12.7        0.007461    0.7373      0.7054      0.2784      
3.67        60.51       0.9103      0.4403      1.941       40.57       10.14       0.006628    0.7171      1.26        0.7858      
0.1656      54.13       0.974       0.1278      1.352       37.07       9.266       0.01057     0.7643      0.745       0.5814      
0.3663      44.83       0.987       0.3656      2.145       51.19       12.8        0.003836    0.8029      1.434       0.9503      
0.6718      16.7        0.9864      0.3299      1.905       24.52       6.131       0.003735    0.7063      0.01748     0.9296      
1.738       72.27       0.947       0.4511      1.833       53.24       13.31       0.006113    0.8015      0.2313      0.6464      
1.909       64.81       0.9617      0.4382      1.379       46.11       11.53       0.004296    0.8114      1.246       0.3846      
5.651       27.58       0.8771      0.4732      1.439       63.14       15.79       0.004341    0.7762      0.7953      0.5388      
1.579       40.23       0.9643      0.1591      1.368       27.28       6.821       0.005097    0.7663      0.5315      0.2503      
5.641       56.85       0.8863      0.1467      1.737       62.01       15.5        0.005592    0.6949      0.299       0.529       
4.99        36.87       0.881       0.3105      1.426       34.15       8.538       0.007191    0.7472      0.5261      0.6769      
1.769       17.62       0.9288      0.3157      1.371       43.56       10.89       0.003355    0.8216      0.9854      0.7415      
0.02255     70.22       0.9794      0.4147      1.776       33.34       8.336       0.009925    0.7266      0.9979      0.8428      
4.499       26.37       0.908       0.4046      1.677       54.4        13.6        0.006569    0.7986      0.02295     0.7038      
1.372       24.27       0.967       0.1766      2.008       27.07       6.766       0.009233    0.6922      0.7464      0.2451      
7.637       34.79       0.8403      0.4113      1.463       44.43       11.11       0.00615     0.7238      0.07299     0.5587      
2.368       52.96       0.9429      0.4883      1.991       36.57       9.143       0.005041    0.758       0.05348     0.3575      
0.4482      8.938       0.9514      0.2439      1.946       40.76       10.19       0.007398    0.7238      0.06611     0.273       
0.7556      53.29       0.9691      0.1458      1.507       73.91       18.48       0.004938    0.8043      1.223       0.2672      
5.931       36.11       0.867       0.4175      1.744       56.35       14.09       0.007427    0.7766      0.1263      0.4119      
4.093       38.25       0.9027      0.4851      1.619       33.27       8.318       0.005965    0.6794      0.3405      0.6943      
1.131       68.66       0.9499      0.2099      1.82        69.14       17.28       0.00806     0.6399      1.659       0.163       
6.26        43.55       0.8599      0.1393      1.751       36.08       9.021       0.006211    0.7758      0.3718      0.6299      
1.847       26.19       0.9309      0.3485      1.439       38.71       9.678       0.006658    0.768       1.448       0.7843      
5.917       39.23       0.8634      0.1587      1.681       44.32       11.08       0.006324    0.7148      0.4971      0.5992      
6.866       33.09       0.8603      0.1819      1.539       37.99       9.499       0.006625    0.7084      0.5015      0.6015      
1.675       13.7        0.9433      0.4223      1.754       69.97       17.49       0.008095    0.8233      1.573       0.1546      
0.7047      36.59       0.9487      0.2251      1.826       75.77       18.94       0.00819     0.6696      0.3743      0.8201      
1.741       12.09       0.9309      0.3113      1.654       67.15       16.79       0.008316    0.7455      0.3854      0.7149      
0.6916      54.59       0.9797      0.4244      2.144       83.12       20.78       0.007493    0.6307      1.314       0.7487      
2.036       15.09       0.9339      0.1232      1.45        55.53       13.88       0.006029    0.7674      0.513       0.3128      
5.931       27.04       0.8669      0.1306      1.744       39.65       9.912       0.005517    0.7259      0.726       0.6088      
4.366       31.84       0.903       0.1245      1.678       63.3        15.83       0.006941    0.7191      0.3889      0.4834      
0.5478      38.19       0.9806      0.3601      2.049       34.02       8.506       0.004786    0.7875      1.008       0.203       
4.101       56.84       0.8932      0.1845      1.522       68.92       17.23       0.008206    0.6906      0.4735      0.7021      
0.1429      62.43       0.9619      0.3031      2.09        35.08       8.771       0.00359     0.691       0.79        0.5682      
0.8472      19.41       0.9613      0.1467      1.552       23.02       5.755       0.007311    0.6267      1.573       0.9367      
0.6819      18.62       0.9486      0.3865      1.861       41.41       10.35       0.00851     0.6169      0.1749      0.1314      
3.825       25.49       0.9176      0.1316      1.462       67.78       16.95       0.004173    0.7184      0.02995     0.3378      
1.168       72.35       0.96        0.3978      1.334       45.02       11.26       0.004003    0.7778      0.3828      0.525       
5.803       50.84       0.8687      0.1405      1.611       47.11       11.78       0.006361    0.7519      0.4289      0.3253      
6.836       41.16       0.8572      0.2694      1.598       43.16       10.79       0.006647    0.7263      0.2561      0.5197      
0.1747      70.95       0.9911      0.363       1.209       75.6        18.9        0.005137    0.8449      1.856       0.7007      
6.337       28.98       0.8642      0.2066      1.558       35.89       8.973       0.006201    0.7272      0.2125      0.4106      
3.049       40.07       0.922       0.473       1.78        76.21       19.05       0.007923    0.659       0.8544      0.4229      
1.98        23.43       0.9477      0.183       1.342       52.82       13.2        0.008855    0.7293      1.145       0.4346      
0.3915      66.09       0.975       0.4518      1.855       55.65       13.91       0.007649    0.7962      1.904       0.2426      
2.009       14.62       0.932       0.4105      1.543       76.5        19.13       0.004015    0.7088      0.2438      0.127       
1.731       67.65       0.9437      0.2871      1.768       29.96       7.49        0.008872    0.8147      1.511       0.7134      
6.86        41.88       0.8567      0.271       1.617       58.84       14.71       0.006041    0.7426      0.2437      0.6255      
4.306       52.46       0.8868      0.2527      1.568       32.73       8.182       0.005356    0.7136      0.358       0.7671      
2.488       23.08       0.9225      0.2821      1.875       54.69       13.67       0.008331    0.7313      1.223       0.7124      
6.495       48.43       0.8627      0.2642      1.628       41.09       10.27       0.005607    0.7604      0.1627      0.4751      
0.1025      30.14       0.9825      0.3945      1.334       61.02       15.26       0.003142    0.6292      0.9074      0.495       
0.9322      64.62       0.9417      0.4097      1.78        73.81       18.45       0.003661    0.7391      0.5846      0.1256      
0.1945      9.786       0.9646      0.2409      2.136       86.03       21.51       0.003831    0.6655      1.916       0.6053      
0.5354      40.79       0.9498      0.1276      2.009       78.92       19.73       0.009365    0.8227      1.847       0.3355      
5.211       40.82       0.8944      0.3399      1.623       60.89       15.22       0.007443    0.7182      0.383       0.3691      
0.5255      35.85       0.9757      0.1796      2.086       56.72       14.18       0.009721    0.8227      1.42        0.02781     
0.5968      75.78       0.98        0.3561      1.482       62.03       15.51       0.004906    0.7228      1.647       0.699       
2.832       16          0.9374      0.3014      1.814       67.13       16.78       0.004839    0.7506      0.3206      0.5881      
5.804       37.88       0.8642      0.364       1.726       57.68       14.42       0.006761    0.6989      0.02633     0.2987      
2.251       27.67       0.9456      0.1817      1.906       42.88       10.72       0.00922     0.713       0.03455     0.3394      
3.032       50.76       0.9392      0.4886      1.696       46.16       11.54       0.007858    0.7303      0.02806     0.4721      
3.222       39.69       0.9106      0.2002      1.84        34.52       8.629       0.008748    0.7457      1.272       0.6357      
6.152       37.48       0.8644      0.2491      1.571       60.21       15.05       0.004794    0.7087      0.6118      0.3927      
0.8137      38.59       0.9421      0.3928      1.649       33.82       8.454       0.004416    0.6851      0.3674      0.4821      
2.505       16.53       0.9195      0.2467      1.716       31.68       7.919       0.008247    0.6542      0.4862      0.5997      
2.812       23.33       0.9149      0.2104      1.849       61.22       15.3        0.007136    0.7156      0.3805      0.2324      
0.06264     28.4        0.9831      0.3963      1.935       34.24       8.561       0.004591    0.8401      0.2861      0.468       
0.5686      18.7        0.9853      0.3928      1.538       70.38       17.6        0.003389    0.778       1.603       0.7502      
4.364       57.31       0.9114      0.3022      1.465       58.87       14.72       0.005825    0.7977      0.5578      0.4305      
4.357       25.21       0.8972      0.1573      1.337       40.01       10          0.003936    0.7456      0.923       0.2611      
2.812       46.76       0.9368      0.2863      1.452       73.03       18.26       0.004203    0.7329      1.406       0.3032      
0.7857      63.53       0.984       0.2221      1.84        50.33       12.58       0.009998    0.6381      0.432       0.5139      
0.3594      37.88       0.9571      0.4317      1.436       81.34       20.33       0.006019    0.7526      1.132       0.1677      
1.375       37.15       0.9513      0.2787      1.768       71.89       17.97       0.003758    0.7834      1.3         0.1969      
3.509       54.58       0.9095      0.1227      1.636       51.1        12.78       0.005017    0.7949      1.124       0.6994      
7.062       39.87       0.8585      0.3444      1.602       56.12       14.03       0.005354    0.7662      0.424       0.3873      
5.98        28.46       0.8776      0.2465      1.531       50.47       12.62       0.007215    0.7882      0.1802      0.483       
3.436       48.15       0.9262      0.2225      1.761       34.87       8.719       0.007322    0.8119      1.289       0.6849      
2.046       66.69       0.9479      0.2589      1.911       60.7        15.17       0.009073    0.7779      0.9563      0.8364      
1.966       69.72       0.9269      0.1765      1.539       43.28       10.82       0.005227    0.6447      0.461       0.5931      
0.5948      74.59       0.9498      0.2235      2.142       84.93       21.23       0.00872     0.6724      0.4501      0.312       
3.355       18.28       0.9323      0.1754      1.383       49.08       12.27       0.004294    0.6782      1.054       0.7345      
7.492       39.3        0.8454      0.2493      1.498       44.51       11.13       0.004874    0.7188      0.3619      0.4129      
0.3093      71.03       0.9555      0.2207      1.658       34.38       8.594       0.007077    0.719       0.04759     0.2912      
1.508       30.36       0.9493      0.1142      1.422       60.09       15.02       0.003865    0.6649      1.03        0.7386      
5.562       52.57       0.8708      0.32        1.654       55.08       13.77       0.007061    0.7719      0.251       0.4388      
1.215       44.72       0.9684      0.4337      1.452       75.66       18.92       0.007642    0.6583      0.8895      0.2053      
7.379       49.24       0.8412      0.169       1.644       42.29       10.57       0.005468    0.7644      0.4228      0.4795      
5.076       38.21       0.8935      0.2428      1.8         37.06       9.264       0.00443     0.7264      0.7146      0.2715      
1.773       70.51       0.9599      0.4531      1.649       36.29       9.071       0.003455    0.7833      1.205       0.2379      
2.278       18.92       0.9303      0.3968      1.781       30.48       7.619       0.004763    0.6715      1.283       0.782       
4.895       41.48       0.8887      0.1556      1.458       53.94       13.48       0.006183    0.721       0.6586      0.4466      
2.748       26.42       0.9389      0.2028      1.326       36.27       9.067       0.004331    0.7158      1.256       0.3377      
6.736       45.05       0.8503      0.2951      1.678       40.17       10.04       0.005832    0.7569      0.2468      0.6515      
3.222       58.86       0.9314      0.382       1.586       60.41       15.1        0.004199    0.8026      0.08049     0.485       
1.468       21.48       0.9415      0.4954      1.248       47.28       11.82       0.004467    0.8166      0.103       0.7696      
2.295       17.07       0.9344      0.3739      2.031       74.53       18.63       0.005707    0.684       1.341       0.8802      
2.775       68.34       0.9162      0.3747      1.686       36.23       9.057       0.008989    0.7888      1.029       0.3729      
0.4292      51.23       0.9489      0.2792      1.58        48.67       12.17       0.003556    0.6521      1.081       0.5589      
2.847       16.21       0.929       0.4239      1.563       57.79       14.45       0.003875    0.6458      0.3536      0.5586      
0.2224      7.886       0.9524      0.164       1.728       23.81       5.951       0.009076    0.7546      0.6314      0.3729      
2.145       14.97       0.9529      0.2682      1.837       44.88       11.22       0.004936    0.6861      1.293       0.7033      
3.295       46.85       0.9277      0.403       1.857       53.69       13.42       0.008472    0.8124      0.009623    0.7539      
5.072       28.63       0.8773      0.2531      1.57        60.66       15.16       0.006453    0.7813      0.2966      0.3935      
2.531       18.34       0.9325      0.4806      2.009       70.99       17.75       0.007797    0.7533      1.211       0.2469      
3.518       60.68       0.9         0.4244      1.484       44.4        11.1        0.007019    0.8072      0.8343      0.5776      
2.579       19.22       0.926       0.4689      1.5         72.84       18.21       0.008911    0.7645      0.06752     0.6348      
4.939       56.49       0.8968      0.4429      1.705       42.77       10.69       0.00409     0.7083      0.4034      0.3108      
0.3309      43.79       0.9874      0.4609      1.393       21.58       5.395       0.007558    0.6438      0.2545      0.7687      
0.3613      69.85       0.9603      0.3982      1.46        42.76       10.69       0.005664    0.6065      0.8691      0.7813      
3.092       32.11       0.9282      0.1108      1.369       49.5        12.38       0.008212    0.726       1.314       0.288       
0.5582      76.67       0.9638      0.4871      1.899       26.73       6.682       0.01054     0.6127      1.517       0.5728      
3.949       45.53       0.9107      0.12        1.723       46.12       11.53       0.006644    0.6648      0.6668      0.3892      
0.3434      39.1        0.9906      0.1523      1.945       61.57       15.39       0.005961    0.7312      0.2436      0.3953      
2.129       66.41       0.9373      0.2181      1.571       76.85       19.21       0.004615    0.7325      0.1771      0.3542      
3.835       37.24       0.9201      0.1087      1.416       68.82       17.2        0.005437    0.7687      0.169       0.3746      
1.309       48.49       0.9316      0.3538      1.274       54.75       13.69       0.003284    0.6814      1.546       0.2265      
2.126       23.12       0.9207      0.2656      1.587       66.64       16.66       0.004528    0.7318      0.9814      0.5091      
5.606       38.95       0.8741      0.1076      1.382       63.49       15.87       0.006174    0.7315      0.7977      0.5906      
1.224       20.56       0.9589      0.2884      1.802       59.04       14.76       0.007757    0.8148      1.034       0.4303      
0.3929      47.98       0.9585      0.1869      1.98        74.98       18.74       0.003605    0.8429      0.0925      0.1137      
0.403       27.66       0.9905      0.319       1.222       81.38       20.34       0.007512    0.8094      1.292       0.9086      
0.52        61.04       0.9597      0.4575      1.243       32.98       8.244       0.007501    0.6545      1.134       0.9065      
0.8831      52.13       0.9691      0.3653      2.052       77.16       19.29       0.004071    0.7048      0.9934      0.9314      
7.786       37.77       0.8399      0.1862      1.519       42.12       10.53       0.005107    0.725       0.2524      0.5464      
2.132       54.99       0.9454      0.2422      1.273       32.6        8.15        0.005364    0.6978      1.41        0.6615      
1.474       44.95       0.9404      0.4292      1.498       63.79       15.95       0.009897    0.7298      0.148       0.1813      
2.332       35.64       0.9197      0.4717      1.369       30.69       7.673       0.003804    0.6728      1.491       0.4363      
1.123       30.18       0.9715      0.2022      1.696       60.44       15.11       0.00429     0.8         0.06387     0.7851      
2.801       52.9        0.91        0.1687      1.454       64.37       16.09       0.008445    0.8019      0.7547      0.7341      
1.584       19.54       0.9472      0.1242      1.596       44.39       11.1        0.004828    0.7058      1.077       0.6564      
0.6836      31.95       0.9784      0.1907      1.543       63.23       15.81       0.005956    0.6695      1.472       0.3343      
6.072       35.97       0.8711      0.1161      1.708       61          15.25       0.004415    0.7592      0.2765      0.5272      
1.207       47.31       0.9386      0.2559      1.736       64.09       16.02       0.004026    0.8265      0.9653      0.1988      
7.133       34.73       0.8509      0.1172      1.631       37.91       9.477       0.004467    0.7449      0.5388      0.3657      
6.769       44.35       0.8555      0.345       1.43        59.34       14.83       0.005273    0.7206      0.5909      0.6546      
3.289       48.1        0.9223      0.1185      1.567       63.16       15.79       0.004673    0.7136      0.733       0.2503      
4.408       34.67       0.9089      0.2283      1.8         47.9        11.98       0.005916    0.7785      0.05975     0.2254      
1.095       49.07       0.9746      0.4326      1.696       49.49       12.37       0.008521    0.7542      0.4583      0.8627      
7.246       40.58       0.8432      0.3165      1.481       50.25       12.56       0.005709    0.7224      0.0937      0.5181      
7.228       49.75       0.8508      0.3235      1.428       52.45       13.11       0.005741    0.7754      0.1612      0.4498      
0.6285      74.1        0.9539      0.3267      1.355       44.08       11.02       0.00988     0.811       0.4851      0.5591      
3.769       45.65       0.9241      0.4504      1.832       61.33       15.33       0.005144    0.7041      1.19        0.4806      
0.4255      53.27       0.9645      0.1192      1.962       65.55       16.39       0.008739    0.6719      0.9873      0.3523      
1.327       40.3        0.9534      0.4263      1.859       25.24       6.309       0.00656     0.7475      0.9485      0.7766      
6.464       29.69       0.8681      0.2398      1.712       49.98       12.5        0.006162    0.7634      0.3122      0.3893      
0.2986      45.44       0.9505      0.222       1.518       30.53       7.632       0.008359    0.751       1.347       0.2838      
0.945       39.63       0.9403      0.1821      1.478       25.34       6.336       0.007425    0.7206      1.278       0.3611      
3.481       62.88       0.9029      0.4657      1.92        38.65       9.661       0.008089    0.7033      1.133       0.7938      
3.241       59.46       0.9091      0.2957      1.404       37.12       9.279       0.003844    0.7372      0.3747      0.7677      
2.031       16.85       0.9475      0.4067      1.976       33.4        8.351       0.008346    0.7758      0.5946      0.5625      
0.8595      41.52       0.9813      0.4097      2.008       56.76       14.19       0.007495    0.7779      1.325       0.5078      
1.75        51.86       0.9321      0.3384      1.522       55          13.75       0.009912    0.6448      0.2542      0.2893      
2.654       19.31       0.9103      0.4638      1.941       50.21       12.55       0.006997    0.7503      0.6502      0.6544      
0.8501      37.81       0.9775      0.3499      1.539       28.88       7.221       0.005651    0.665       1.311       0.1576      
